award_year,category,motivation,Name,links
2003,Physics,for pioneering contributions to the theory of superconductors and superfluids,Alexei Alexeyevich Abrikosov,https://www.nobelprize.org/images/abrikosov-13689-portrait-mini-2x.jpg
2003,Physics,for pioneering contributions to the theory of superconductors and superfluids,Anthony J. Leggett,https://www.nobelprize.org/images/leggett-13691-portrait-mini-2x.jpg
2003,Physics,for pioneering contributions to the theory of superconductors and superfluids,Vitaly Lazarevich Ginzburg,https://www.nobelprize.org/images/ginzburg-13690-portrait-mini-2x.jpg
2003,Physiology or Medicine,for their discoveries concerning magnetic resonance imaging,Paul C. Lauterbur,https://www.nobelprize.org/images/lauterbur-13686-portrait-mini-2x.jpg
2003,Physiology or Medicine,for their discoveries concerning magnetic resonance imaging,Sir Peter Mansfield,https://www.nobelprize.org/images/mansfield-13687-portrait-mini-2x.jpg
2002,Chemistry,for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules,John B. Fenn,https://www.nobelprize.org/images/fenn-13670-portrait-mini-2x.jpg
2002,Chemistry,for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules,Koichi Tanaka,https://www.nobelprize.org/images/tanaka-13671-portrait-mini-2x.jpg
2002,Chemistry,for his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution,Kurt Wüthrich,https://www.nobelprize.org/images/wuthrich-13672-portrait-mini-2x.jpg
2002,Economic Sciences,"for having integrated insights from psychological research into economic science, especially concerning human judgment and decision-making under uncertainty",Daniel Kahneman,https://www.nobelprize.org/images/kahneman-13673-portrait-mini-2x.jpg
2002,Economic Sciences,"for having established laboratory experiments as a tool in empirical economic analysis, especially in the study of alternative market mechanisms",Vernon L. Smith,https://www.nobelprize.org/images/smith-13674-portrait-mini-2x.jpg
2002,Literature,for writing that upholds the fragile experience of the individual against the barbaric arbitrariness of history,Imre Kertész,https://www.nobelprize.org/images/kertesz-13675-portrait-mini-2x.jpg
2002,Peace,"for his decades of untiring effort to find peaceful solutions to international conflicts, to advance democracy and human rights, and to promote economic and social development",James Earl Carter,https://www.nobelprize.org/images/carter-13678-portrait-mini-2x.jpg
2002,Physics,"for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos",Masatoshi Koshiba,https://www.nobelprize.org/images/koshiba-13681-portrait-mini-2x.jpg
2002,Physics,"for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos",Raymond Davis Jr.,https://www.nobelprize.org/images/davis-13679-portrait-mini-2x.jpg
2002,Physics,"for pioneering contributions to astrophysics, which have led to the discovery of cosmic X-ray sources",Riccardo Giacconi,https://www.nobelprize.org/images/giacconi-13680-portrait-mini-2x.jpg
2002,Physiology or Medicine,for their discoveries concerning genetic regulation of organ development and programmed cell death',H. Robert Horvitz,https://www.nobelprize.org/images/horvitz-13885-portrait-mini-2x.jpg
2002,Physiology or Medicine,for their discoveries concerning genetic regulation of organ development and programmed cell death',John E. Sulston,https://www.nobelprize.org/images/sulston-13677-portrait-mini-2x.jpg
2002,Physiology or Medicine,for their discoveries concerning genetic regulation of organ development and programmed cell death',Sydney Brenner,https://www.nobelprize.org/images/brenner-13676-portrait-mini-2x.jpg
2001,Chemistry,for his work on chirally catalysed oxidation reactions,K. Barry Sharpless,https://www.nobelprize.org/images/sharpless-13726-portrait-mini-2x.jpg
2001,Chemistry,for their work on chirally catalysed hydrogenation reactions,Ryoji Noyori,https://www.nobelprize.org/images/noyori-13725-portrait-mini-2x.jpg
2001,Chemistry,for their work on chirally catalysed hydrogenation reactions,William S. Knowles,https://www.nobelprize.org/images/knowles-13724-portrait-mini-2x.jpg
2001,Economic Sciences,for their analyses of markets with asymmetric information,A. Michael Spence,https://www.nobelprize.org/images/spence-13728-portrait-mini-2x.jpg
2001,Economic Sciences,for their analyses of markets with asymmetric information,George A. Akerlof,https://www.nobelprize.org/images/akerlof-13727-portrait-mini-2x.jpg
2001,Economic Sciences,for their analyses of markets with asymmetric information,Joseph E. Stiglitz,https://www.nobelprize.org/images/stiglitz-13729-portrait-mini-2x.jpg
2001,Literature,for having united perceptive narrative and incorruptible scrutiny in works that compel us to see the presence of suppressed histories,Sir Vidiadhar Surajprasad Naipaul,https://www.nobelprize.org/images/naipaul-13730-portrait-mini-2x.jpg
2001,Peace,for their work for a better organized and more peaceful world,Kofi Atta Annan,https://www.nobelprize.org/images/annan-13734-portrait-mini-2x.jpg
2001,Peace,for their work for a better organized and more peaceful world,United Nations (UN),https://www.nobelprize.org/images/un-13884-portrait-mini-2x.jpg
2001,Physics,"for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates",Carl E. Wieman,https://www.nobelprize.org/images/wieman-13669-portrait-mini-2x.jpg
2001,Physics,"for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates",Eric A. Cornell,https://www.nobelprize.org/images/cornell-13667-portrait-mini-2x.jpg
2001,Physics,"for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates",Wolfgang Ketterle,https://www.nobelprize.org/images/ketterle-13668-portrait-mini-2x.jpg
2001,Physiology or Medicine,for their discoveries of key regulators of the cell cycle,Leland H. Hartwell,https://www.nobelprize.org/images/hartwell-13731-portrait-mini-2x.jpg
2001,Physiology or Medicine,for their discoveries of key regulators of the cell cycle,Sir Paul M. Nurse,https://www.nobelprize.org/images/nurse-13733-portrait-mini-2x.jpg
2001,Physiology or Medicine,for their discoveries of key regulators of the cell cycle,Tim Hunt,https://www.nobelprize.org/images/hunt-13732-portrait-mini-2x.jpg
2000,Chemistry,for the discovery and development of conductive polymers,Alan J. Heeger,https://www.nobelprize.org/images/heeger-13522-portrait-mini-2x.jpg
2000,Chemistry,for the discovery and development of conductive polymers,Alan G. MacDiarmid,https://www.nobelprize.org/images/macdiarmid-13523-portrait-mini-2x.jpg
2000,Chemistry,for the discovery and development of conductive polymers,Hideki Shirakawa,https://www.nobelprize.org/images/shirakawa-13524-portrait-mini-2x.jpg
2000,Economic Sciences,for his development of theory and methods for analyzing discrete choice,Daniel L. McFadden,https://www.nobelprize.org/images/mcfadden-13526-portrait-mini-2x.jpg
2000,Economic Sciences,for his development of theory and methods for analyzing selective samples,James J. Heckman,https://www.nobelprize.org/images/heckman-13525-portrait-mini-2x.jpg
2000,Literature,"for an œuvre of universal validity, bitter insights and linguistic ingenuity, which has opened new paths for the Chinese novel and drama",Gao Xingjian,https://www.nobelprize.org/images/gao-13527-portrait-mini-2x.jpg
2000,Peace,"for his work for democracy and human rights in South Korea and in East Asia in general, and for peace and reconciliation with North Korea in particular",Kim Dae-jung,https://www.nobelprize.org/images/dae-jung-13531-portrait-mini-2x.jpg
2000,Physics,for developing semiconductor heterostructures used in high-speed- and opto-electronics,Herbert Kroemer,https://www.nobelprize.org/images/kroemer-13534-portrait-mini-2x.jpg
2000,Physics,for his part in the invention of the integrated circuit,Jack S. Kilby,https://www.nobelprize.org/images/kilby-13533-portrait-mini-2x.jpg
2000,Physics,for developing semiconductor heterostructures used in high-speed- and opto-electronics,Zhores I. Alferov,https://www.nobelprize.org/images/alferov-13532-portrait-mini-2x.jpg
2000,Physiology or Medicine,for their discoveries concerning signal transduction in the nervous system,Arvid Carlsson,https://www.nobelprize.org/images/carlsson-13528-portrait-mini-2x.jpg
2000,Physiology or Medicine,for their discoveries concerning signal transduction in the nervous system,Eric R. Kandel,https://www.nobelprize.org/images/kandel-13530-portrait-mini-2x.jpg
2000,Physiology or Medicine,for their discoveries concerning signal transduction in the nervous system,Paul Greengard,https://www.nobelprize.org/images/greengard-13529-portrait-mini-2x.jpg
1999,Chemistry,for his studies of the transition states of chemical reactions using femtosecond spectroscopy,Ahmed H. Zewail,https://www.nobelprize.org/images/zewail-13516-portrait-mini-2x.jpg
1999,Economic Sciences,for his analysis of monetary and fiscal policy under different exchange rate regimes and his analysis of optimum currency areas,Robert A. Mundell,https://www.nobelprize.org/images/mundell-13517-portrait-mini-2x.jpg
1999,Literature,whose frolicsome black fables portray the forgotten face of history,Günter Grass,https://www.nobelprize.org/images/grass-13518-portrait-mini-2x.jpg
1999,Peace,in recognition of the organisation's pioneering humanitarian work on several continents,Médecins Sans Frontières (Doctors Without Borders),https://www.nobelprize.org/images/58103-portrait-mini-2x.jpg
1999,Physics,for elucidating the quantum structure of electroweak interactions in physics,Gerardus 't Hooft,https://www.nobelprize.org/images/thooft-13520-portrait-mini-2x.jpg
1999,Physics,for elucidating the quantum structure of electroweak interactions in physics,Martinus J.G. Veltman,https://www.nobelprize.org/images/veltman-13521-portrait-mini-2x.jpg
1999,Physiology or Medicine,for the discovery that proteins have intrinsic signals that govern their transport and localization in the cell,Günter Blobel,https://www.nobelprize.org/images/blobel-13519-portrait-mini-2x.jpg
1998,Chemistry,for his development of computational methods in quantum chemistry,John A. Pople,https://www.nobelprize.org/images/pople-13505-portrait-mini-2x.jpg
1998,Chemistry,for his development of the density-functional theory,Walter Kohn,https://www.nobelprize.org/images/kohn-13504-portrait-mini-2x.jpg
1998,Economic Sciences,for his contributions to welfare economics,Amartya Sen,https://www.nobelprize.org/images/sen-13506-portrait-mini-2x.jpg
1998,Literature,"who with parables sustained by imagination, compassion and irony continually enables us once again to apprehend an elusory reality",José Saramago,https://www.nobelprize.org/images/saramago-13507-portrait-mini-2x.jpg
1998,Peace,for their efforts to find a peaceful solution to the conflict in Northern Ireland,David Trimble,https://www.nobelprize.org/images/trimble-13512-portrait-mini-2x.jpg
1998,Peace,for their efforts to find a peaceful solution to the conflict in Northern Ireland,John Hume,https://www.nobelprize.org/images/hume-13511-portrait-mini-2x.jpg
1998,Physics,for their discovery of a new form of quantum fluid with fractionally charged excitations,Daniel C. Tsui,https://www.nobelprize.org/images/tsui-13515-portrait-mini-2x.jpg
1998,Physics,for their discovery of a new form of quantum fluid with fractionally charged excitations,Horst L. Störmer,https://www.nobelprize.org/images/stormer-13514-portrait-mini-2x.jpg
1998,Physics,for their discovery of a new form of quantum fluid with fractionally charged excitations,Robert B. Laughlin,https://www.nobelprize.org/images/laughlin-13513-portrait-mini-2x.jpg
1998,Physiology or Medicine,for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system,Ferid Murad,https://www.nobelprize.org/images/murad-13510-portrait-mini-2x.jpg
1998,Physiology or Medicine,for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system,Louis J. Ignarro,https://www.nobelprize.org/images/ignarro-13509-portrait-mini-2x.jpg
1998,Physiology or Medicine,for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system,Robert F. Furchgott,https://www.nobelprize.org/images/furchgott-13508-portrait-mini-2x.jpg
1997,Chemistry,"for the first discovery of an ion-transporting enzyme, Na+, K+ -ATPase",Jens C. Skou,https://www.nobelprize.org/images/skou-13493-portrait-mini-2x.jpg
1997,Chemistry,for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP),John E. Walker,https://www.nobelprize.org/images/walker-13494-portrait-mini-2x.jpg
1997,Chemistry,for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP),Paul D. Boyer,https://www.nobelprize.org/images/boyer-13492-portrait-mini-2x.jpg
1997,Economic Sciences,for a new method to determine the value of derivatives,Myron S. Scholes,https://www.nobelprize.org/images/scholes-13496-portrait-mini-2x.jpg
1997,Economic Sciences,for a new method to determine the value of derivatives,Robert C. Merton,https://www.nobelprize.org/images/merton-13495-portrait-mini-2x.jpg
1997,Literature,who emulates the jesters of the Middle Ages in scourging authority and upholding the dignity of the downtrodden,Dario Fo,https://www.nobelprize.org/images/fo-13497-portrait-mini-2x.jpg
1997,Peace,for their work for the banning and clearing of anti-personnel mines,International Campaign to Ban Landmines (ICBL),https://www.nobelprize.org/images/icbl-13882-portrait-mini-2x.jpg
1997,Peace,for their work for the banning and clearing of anti-personnel mines,Jody Williams,https://www.nobelprize.org/images/williams-13500-portrait-mini-2x.jpg
1997,Physics,for development of methods to cool and trap atoms with laser light,Claude Cohen-Tannoudji,https://www.nobelprize.org/images/cohen-tannoudji-13502-portrait-mini-2x.jpg
1997,Physics,for development of methods to cool and trap atoms with laser light,Steven Chu,https://www.nobelprize.org/images/chu-13501-portrait-mini-2x.jpg
1997,Physics,for development of methods to cool and trap atoms with laser light,William D. Phillips,https://www.nobelprize.org/images/phillips-13503-portrait-mini-2x.jpg
1997,Physiology or Medicine,for his discovery of Prions - a new biological principle of infection,Stanley B. Prusiner,https://www.nobelprize.org/images/prusiner-13498-portrait-mini-2x.jpg
1996,Chemistry,for their discovery of fullerenes,Richard E. Smalley,https://www.nobelprize.org/images/smalley-13481-portrait-mini-2x.jpg
1996,Chemistry,for their discovery of fullerenes,Robert F. Curl Jr.,https://www.nobelprize.org/images/curl-13479-portrait-mini-2x.jpg
1996,Chemistry,for their discovery of fullerenes,Sir Harold W. Kroto,https://www.nobelprize.org/images/kroto-13480-portrait-mini-2x.jpg
1996,Economic Sciences,for their fundamental contributions to the economic theory of incentives under asymmetric information,James A. Mirrlees,https://www.nobelprize.org/images/mirrlees-13482-portrait-mini-2x.jpg
1996,Economic Sciences,for their fundamental contributions to the economic theory of incentives under asymmetric information,William Vickrey,https://www.nobelprize.org/images/vickrey-13483-portrait-mini-2x.jpg
1996,Literature,for poetry that with ironic precision allows the historical and biological context to come to light in fragments of human reality,Wislawa Szymborska,https://www.nobelprize.org/images/szymborska-13484-portrait-mini-2x.jpg
1996,Peace,for their work towards a just and peaceful solution to the conflict in East Timor,Carlos Filipe Ximenes Belo,https://www.nobelprize.org/images/belo-13487-portrait-mini-2x.jpg
1996,Peace,for their work towards a just and peaceful solution to the conflict in East Timor,José Ramos-Horta,https://www.nobelprize.org/images/ramos-horta-13488-portrait-mini-2x.jpg
1996,Physics,for their discovery of superfluidity in helium-3,David M. Lee,https://www.nobelprize.org/images/lee-13489-portrait-mini-2x.jpg
1996,Physics,for their discovery of superfluidity in helium-3,Douglas D. Osheroff,https://www.nobelprize.org/images/osheroff-13490-portrait-mini-2x.jpg
1996,Physics,for their discovery of superfluidity in helium-3,Robert C. Richardson,https://www.nobelprize.org/images/richardson-13491-portrait-mini-2x.jpg
1996,Physiology or Medicine,for their discoveries concerning the specificity of the cell mediated immune defence,Peter C. Doherty,https://www.nobelprize.org/images/doherty-13485-portrait-mini-2x.jpg
1996,Physiology or Medicine,for their discoveries concerning the specificity of the cell mediated immune defence,Rolf M. Zinkernagel,https://www.nobelprize.org/images/zinkernagel-13486-portrait-mini-2x.jpg
1995,Chemistry,"for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone",F. Sherwood Rowland,https://www.nobelprize.org/images/rowland-13469-portrait-mini-2x.jpg
1995,Chemistry,"for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone",Mario J. Molina,https://www.nobelprize.org/images/molina-13468-portrait-mini-2x.jpg
1995,Chemistry,"for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone",Paul J. Crutzen,https://www.nobelprize.org/images/crutzen-13467-portrait-mini-2x.jpg
1995,Economic Sciences,"for having developed and applied the hypothesis of rational expectations, and thereby having transformed macroeconomic analysis and deepened our understanding of economic policy",Robert E. Lucas Jr.,https://www.nobelprize.org/images/lucas-13470-portrait-mini-2x.jpg
1995,Literature,"for works of lyrical beauty and ethical depth, which exalt everyday miracles and the living past",Seamus Heaney,https://www.nobelprize.org/images/heaney-13471-portrait-mini-2x.jpg
1995,Peace,"for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms",Joseph Rotblat,https://www.nobelprize.org/images/rotblat-13476-portrait-mini-2x.jpg
1995,Peace,"for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms",Pugwash Conferences on Science and World Affairs,https://www.nobelprize.org/images/pugwash-13881-portrait-mini-2x.jpg
1995,Physics,for the detection of the neutrino,Frederick Reines,https://www.nobelprize.org/images/reines-13880-portrait-mini-2x.jpg
1995,Physics,for the discovery of the tau lepton,Martin L. Perl,https://www.nobelprize.org/images/perl-13477-portrait-mini-2x.jpg
1995,Physiology or Medicine,for their discoveries concerning the genetic control of early embryonic development,Christiane Nüsslein-Volhard,https://www.nobelprize.org/images/nusslein-volhard-13473-portrait-mini-2x.jpg
1995,Physiology or Medicine,for their discoveries concerning the genetic control of early embryonic development,Edward B. Lewis,https://www.nobelprize.org/images/lewis-13472-portrait-mini-2x.jpg
1995,Physiology or Medicine,for their discoveries concerning the genetic control of early embryonic development,Eric F. Wieschaus,https://www.nobelprize.org/images/wieschaus-13474-portrait-mini-2x.jpg
1994,Chemistry,for his contribution to carbocation chemistry,George A. Olah,https://www.nobelprize.org/images/olah-13455-portrait-mini-2x.jpg
1994,Economic Sciences,for their pioneering analysis of equilibria in the theory of non-cooperative games,John C. Harsanyi,https://www.nobelprize.org/images/harsanyi-13456-portrait-mini-2x.jpg
1994,Economic Sciences,for their pioneering analysis of equilibria in the theory of non-cooperative games,John F. Nash Jr.,https://www.nobelprize.org/images/nash-13457-portrait-mini-2x.jpg
1994,Economic Sciences,for their pioneering analysis of equilibria in the theory of non-cooperative games,Reinhard Selten,https://www.nobelprize.org/images/selten-13458-portrait-mini-2x.jpg
1994,Literature,"who with poetic force creates an imagined world, where life and myth condense to form a disconcerting picture of the human predicament today",Kenzaburo Oe,https://www.nobelprize.org/images/oe-13459-portrait-mini-2x.jpg
1994,Peace,for their efforts to create peace in the Middle East,Shimon Peres,https://www.nobelprize.org/images/peres-13463-portrait-mini-2x.jpg
1994,Peace,for their efforts to create peace in the Middle East,Yasser Arafat,https://www.nobelprize.org/images/arafat-13462-portrait-mini-2x.jpg
1994,Peace,for their efforts to create peace in the Middle East,Yitzhak Rabin,https://www.nobelprize.org/images/rabin-13464-portrait-mini-2x.jpg
1994,Physics,for the development of neutron spectroscopy,Bertram N. Brockhouse,https://www.nobelprize.org/images/brockhouse-13465-portrait-mini-2x.jpg
1994,Physics,for the development of the neutron diffraction technique,Clifford G. Shull,https://www.nobelprize.org/images/shull-13466-portrait-mini-2x.jpg
1994,Physiology or Medicine,for their discovery of G-proteins and the role of these proteins in signal transduction in cells,Alfred G. Gilman,https://www.nobelprize.org/images/gilman-13460-portrait-mini-2x.jpg
1994,Physiology or Medicine,for their discovery of G-proteins and the role of these proteins in signal transduction in cells,Martin Rodbell,https://www.nobelprize.org/images/rodbell-13461-portrait-mini-2x.jpg
1993,Chemistry,for his invention of the polymerase chain reaction (PCR) method,Kary B. Mullis,https://www.nobelprize.org/images/mullis-13444-portrait-mini-2x.jpg
1993,Chemistry,"for his fundamental contributions to the establishment of oligonucleotide-based, site-directed mutagenesis and its development for protein studies",Michael Smith,https://www.nobelprize.org/images/smith-13445-portrait-mini-2x.jpg
1993,Economic Sciences,for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change,Douglass C. North,https://www.nobelprize.org/images/north-13447-portrait-mini-2x.jpg
1993,Economic Sciences,for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change,Robert W. Fogel,https://www.nobelprize.org/images/fogel-13446-portrait-mini-2x.jpg
1993,Literature,"who in novels characterized by visionary force and poetic import, gives life to an essential aspect of American reality",Toni Morrison,https://www.nobelprize.org/images/morrison-13448-portrait-mini-2x.jpg
1993,Peace,"for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new democratic South Africa",Frederik Willem de Klerk,https://www.nobelprize.org/images/klerk-13451-portrait-mini-2x.jpg
1993,Peace,"for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new democratic South Africa",Nelson Rolihlahla Mandela,https://www.nobelprize.org/images/mandela-13452-portrait-mini-2x.jpg
1993,Physics,"for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation",Joseph H. Taylor Jr.,https://www.nobelprize.org/images/taylor-13454-portrait-mini-2x.jpg
1993,Physics,"for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation",Russell A. Hulse,https://www.nobelprize.org/images/hulse-13453-portrait-mini-2x.jpg
1993,Physiology or Medicine,for their discoveries of split genes,Phillip A. Sharp,https://www.nobelprize.org/images/sharp-13450-portrait-mini-2x.jpg
1993,Physiology or Medicine,for their discoveries of split genes,Richard J. Roberts,https://www.nobelprize.org/images/roberts-13449-portrait-mini-2x.jpg
1992,Chemistry,for his contributions to the theory of electron transfer reactions in chemical systems,Rudolph A. Marcus,https://www.nobelprize.org/images/marcus-13437-portrait-mini-2x.jpg
1992,Economic Sciences,"for having extended the domain of microeconomic analysis to a wide range of human behaviour and interaction, including nonmarket behaviour",Gary S. Becker,https://www.nobelprize.org/images/becker-13438-portrait-mini-2x.jpg
1992,Literature,"for a poetic oeuvre of great luminosity, sustained by a historical vision, the outcome of a multicultural commitment",Derek Walcott,https://www.nobelprize.org/images/walcott-13439-portrait-mini-2x.jpg
1992,Peace,for her struggle for social justice and ethno-cultural reconciliation based on respect for the rights of indigenous peoples,Rigoberta Menchú Tum,https://www.nobelprize.org/images/tum-13442-portrait-mini-2x.jpg
1992,Physics,"for his invention and development of particle detectors, in particular the multiwire proportional chamber",Georges Charpak,https://www.nobelprize.org/images/charpak-13443-portrait-mini-2x.jpg
1992,Physiology or Medicine,for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism,Edmond H. Fischer,https://www.nobelprize.org/images/fischer-13440-portrait-mini-2x.jpg
1992,Physiology or Medicine,for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism,Edwin G. Krebs,https://www.nobelprize.org/images/krebs-13441-portrait-mini-2x.jpg
1991,Chemistry,for his contributions to the development of the methodology of high resolution nuclear magnetic resonance (NMR) spectroscopy,Richard R. Ernst,https://www.nobelprize.org/images/ernst-13430-portrait-mini-2x.jpg
1991,Economic Sciences,for his discovery and clarification of the significance of transaction costs and property rights for the institutional structure and functioning of the economy,Ronald H. Coase,https://www.nobelprize.org/images/coase-13431-portrait-mini-2x.jpg
1991,Literature,who through her magnificent epic writing has - in the words of Alfred Nobel - been of very great benefit to humanity,Nadine Gordimer,https://www.nobelprize.org/images/gordimer-13432-portrait-mini-2x.jpg
1991,Peace,for her non-violent struggle for democracy and human rights,Aung San Suu Kyi,https://www.nobelprize.org/images/kyi-13435-portrait-mini-2x.jpg
1991,Physics,"for discovering that methods developed for studying order phenomena in simple systems can be generalized to more complex forms of matter, in particular to liquid crystals and polymers",Pierre-Gilles de Gennes,https://www.nobelprize.org/images/gennes-13436-portrait-mini-2x.jpg
1991,Physiology or Medicine,for their discoveries concerning the function of single ion channels in cells,Bert Sakmann,https://www.nobelprize.org/images/sakmann-13434-portrait-mini-2x.jpg
1991,Physiology or Medicine,for their discoveries concerning the function of single ion channels in cells,Erwin Neher,https://www.nobelprize.org/images/neher-13433-portrait-mini-2x.jpg
1990,Chemistry,for his development of the theory and methodology of organic synthesis,Elias James Corey,https://www.nobelprize.org/images/corey-13419-portrait-mini-2x.jpg
1990,Economic Sciences,for their pioneering work in the theory of financial economics,Harry M. Markowitz,https://www.nobelprize.org/images/markowitz-13420-portrait-mini-2x.jpg
1990,Economic Sciences,for their pioneering work in the theory of financial economics,Merton H. Miller,https://www.nobelprize.org/images/miller-13421-portrait-mini-2x.jpg
1990,Economic Sciences,for their pioneering work in the theory of financial economics,William F. Sharpe,https://www.nobelprize.org/images/sharpe-13422-portrait-mini-2x.jpg
1990,Literature,"for impassioned writing with wide horizons, characterized by sensuous intelligence and humanistic integrity",Octavio Paz,https://www.nobelprize.org/images/paz-13423-portrait-mini-2x.jpg
1990,Peace,for the leading role he played in the radical changes in East-West relations,Mikhail Sergeyevich Gorbachev,https://www.nobelprize.org/images/gorbachev-13426-portrait-mini-2x.jpg
1990,Physics,"for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics",Henry W. Kendall,https://www.nobelprize.org/images/kendall-13428-portrait-mini-2x.jpg
1990,Physics,"for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics",Jerome I. Friedman,https://www.nobelprize.org/images/friedman-13427-portrait-mini-2x.jpg
1990,Physics,"for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics",Richard E. Taylor,https://www.nobelprize.org/images/taylor-13879-portrait-mini-2x.jpg
1990,Physiology or Medicine,for their discoveries concerning organ and cell transplantation in the treatment of human disease,E. Donnall Thomas,https://www.nobelprize.org/images/thomas-13425-portrait-mini-2x.jpg
1990,Physiology or Medicine,for their discoveries concerning organ and cell transplantation in the treatment of human disease,Joseph E. Murray,https://www.nobelprize.org/images/murray-13424-portrait-mini-2x.jpg
1989,Chemistry,for their discovery of catalytic properties of RNA,Sidney Altman,https://www.nobelprize.org/images/altman-13409-portrait-mini-2x.jpg
1989,Chemistry,for their discovery of catalytic properties of RNA,Thomas R. Cech,https://www.nobelprize.org/images/cech-13410-portrait-mini-2x.jpg
1989,Economic Sciences,for his clarification of the probability theory foundations of econometrics and his analyses of simultaneous economic structures,Trygve Haavelmo,https://www.nobelprize.org/images/haavelmo-13411-portrait-mini-2x.jpg
1989,Literature,"for a rich and intensive prose, which with restrained compassion forms a challenging vision of man's vulnerability",Camilo José Cela,https://www.nobelprize.org/images/cela-13412-portrait-mini-2x.jpg
1989,Peace,for advocating peaceful solutions based upon tolerance and mutual respect in order to preserve the historical and cultural heritage of his people,The 14th Dalai Lama (Tenzin Gyatso),https://www.nobelprize.org/images/lama-13878-portrait-mini-2x.jpg
1989,Physics,for the development of the ion trap technique,Hans G. Dehmelt,https://www.nobelprize.org/images/dehmelt-13416-portrait-mini-2x.jpg
1989,Physics,for the invention of the separated oscillatory fields method and its use in the hydrogen maser and other atomic clocks,Norman F. Ramsey,https://www.nobelprize.org/images/ramsey-13418-portrait-mini-2x.jpg
1989,Physics,for the development of the ion trap technique,Wolfgang Paul,https://www.nobelprize.org/images/paul-13417-portrait-mini-2x.jpg
1989,Physiology or Medicine,for their discovery of the cellular origin of retroviral oncogenes,Harold E. Varmus,https://www.nobelprize.org/images/varmus-13414-portrait-mini-2x.jpg
1989,Physiology or Medicine,for their discovery of the cellular origin of retroviral oncogenes,J. Michael Bishop,https://www.nobelprize.org/images/bishop-13413-portrait-mini-2x.jpg
1988,Chemistry,for the determination of the three-dimensional structure of a photosynthetic reaction centre,Hartmut Michel,https://www.nobelprize.org/images/michel-13398-portrait-mini-2x.jpg
1988,Chemistry,for the determination of the three-dimensional structure of a photosynthetic reaction centre,Johann Deisenhofer,https://www.nobelprize.org/images/deisenhofer-13396-portrait-mini-2x.jpg
1988,Chemistry,for the determination of the three-dimensional structure of a photosynthetic reaction centre,Robert Huber,https://www.nobelprize.org/images/huber-13397-portrait-mini-2x.jpg
1988,Economic Sciences,for his pioneering contributions to the theory of markets and efficient utilization of resources,Maurice Allais,https://www.nobelprize.org/images/allais-13399-portrait-mini-2x.jpg
1988,Literature,"who, through works rich in nuance - now clear-sightedly realistic, now evocatively ambiguous - has formed an Arabian narrative art that applies to all mankind",Naguib Mahfouz,https://www.nobelprize.org/images/mahfouz-13400-portrait-mini-2x.jpg
1988,Peace,for preventing armed clashes and creating conditions for negotiations,United Nations Peacekeeping Forces,https://www.nobelprize.org/images/un-13877-portrait-mini-2x.jpg
1988,Physics,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino,Jack Steinberger,https://www.nobelprize.org/images/steinberger-13408-portrait-mini-2x.jpg
1988,Physics,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino,Leon M. Lederman,https://www.nobelprize.org/images/lederman-13406-portrait-mini-2x.jpg
